"Key","Tpl","Line","Cat","Wake"
"diag_weight_plateau","templates/combined_analysis.html","3714","分析","诊断体重停滞(含平台期判断)"
"diag_weight_rebound","templates/combined_analysis.html","3724","分析","诊断体重反弹"
"diag_weight_loss_cause","templates/combined_analysis.html","3734","分析","诊断体重下降原因"
"diag_weight_anomaly","templates/combined_analysis.html","3744","分析","诊断体重异常点"
"diag_weight_divergence","templates/combined_analysis.html","3754","分析","诊断体重vs体脂围度背离"
"diag_diet_over","templates/combined_analysis.html","3764","分析","诊断饮食超标"
"diag_diet_under","templates/combined_analysis.html","3774","分析","诊断饮食不足"
"diag_diet_unbalanced","templates/combined_analysis.html","3784","分析","诊断营养不均衡(含均衡判断)"
"diag_diet_structure","templates/combined_analysis.html","3794","分析","诊断饮食结构问题"
"diag_exercise_insufficient","templates/combined_analysis.html","3804","分析","诊断运动不足"
"diag_exercise_overload","templates/combined_analysis.html","3814","分析","诊断运动过量"
"diag_exercise_type_imbalance","templates/combined_analysis.html","3824","分析","诊断运动类型失衡"
"diag_exercise_efficiency","templates/combined_analysis.html","3834","分析","诊断运动效率(含有效判断)"
"diag_exercise_advice","templates/combined_analysis.html","3844","分析","诊断运动建议(含类型推荐)"
"diag_why_not_losing","templates/combined_analysis.html","3854","分析","为什么我没瘦"
"diag_why_losing_fast","templates/combined_analysis.html","3864","分析","为什么我瘦太快"
"diag_rate_reasonable","templates/combined_analysis.html","3874","分析","我的减重速度合理吗"
"diag_strategy_check","templates/combined_analysis.html","3884","分析","我的减肥策略对吗"
"diag_gap_to_goal","templates/combined_analysis.html","3894","分析","我距离目标还差什么"
"diag_month_highlights","templates/combined_analysis.html","3904","分析","我这个月做得好的"
"diag_month_improve","templates/combined_analysis.html","3914","分析","我这个月需要改的"
"diag_overall","templates/combined_analysis.html","3924","分析","综合健康评估"
"nut_protein_carbs_7d","templates/combined_analysis.html","3934","分析","看蛋白 vs 碳水(最近 7 天)"
"nut_protein_carbs_30d","templates/combined_analysis.html","3944","分析","看蛋白 vs 碳水(最近 30 天)"
"nut_protein_carbs_90d","templates/combined_analysis.html","3954","分析","看蛋白 vs 碳水(最近 90 天)"
"nut_protein_carbs_custom","templates/combined_analysis.html","3964","分析","看蛋白 vs 碳水(自定义)"
"nut_protein_fat_30d","templates/combined_analysis.html","3974","分析","看蛋白 vs 脂肪(最近 30 天)"
"nut_protein_fat_90d","templates/combined_analysis.html","3984","分析","看蛋白 vs 脂肪(最近 90 天)"
"nut_protein_fat_custom","templates/combined_analysis.html","3994","分析","看蛋白 vs 脂肪(自定义)"
"nut_carbs_fat_30d","templates/combined_analysis.html","4004","分析","看碳水 vs 脂肪(最近 30 天)"
"nut_carbs_fat_90d","templates/combined_analysis.html","4014","分析","看碳水 vs 脂肪(最近 90 天)"
"nut_carbs_fat_custom","templates/combined_analysis.html","4024","分析","看碳水 vs 脂肪(自定义)"
"nut_sodium_fiber","templates/combined_analysis.html","4034","分析","看钠糖纤维趋势"
"nut_sodium_combined","templates/combined_analysis.html","4044","分析","看钠糖纤维综合"
"nut_advice","templates/combined_analysis.html","4054","分析","看营养建议"
"nut_macro3_30d","templates/combined_analysis.html","4064","分析","看三大营养交叉(最近 30 天)"
"nut_macro3_90d","templates/combined_analysis.html","4074","分析","看三大营养交叉(最近 90 天)"
"nut_macro3_custom","templates/combined_analysis.html","4084","分析","看三大营养交叉(自定义)"
"pred_weight_week","templates/combined_analysis.html","4094","分析","预测体重(1 周后)"
"pred_weight_month","templates/combined_analysis.html","4104","分析","预测体重(1 月后)"
"pred_weight_3m","templates/combined_analysis.html","4114","分析","预测体重(3 月后)"
"pred_weight_6m","templates/combined_analysis.html","4124","分析","预测体重(6 月后)"
"pred_weight_custom_t","templates/combined_analysis.html","4134","分析","预测体重(自定义时间)"
"pred_weight_target","templates/combined_analysis.html","4144","分析","预测体重(自定义目标)"
"pred_sim_cut_300","templates/combined_analysis.html","4154","分析","模拟减重(每天-300卡)"
"pred_sim_cut_500","templates/combined_analysis.html","4164","分析","模拟减重(每天-500卡)"
"pred_sim_cut_700","templates/combined_analysis.html","4174","分析","模拟减重(每天-700卡)"
"pred_sim_target_30","templates/combined_analysis.html","4184","分析","模拟减重(30天减Xkg)"
"pred_sim_target_60","templates/combined_analysis.html","4194","分析","模拟减重(60天减Xkg)"
"pred_sim_target_90","templates/combined_analysis.html","4204","分析","模拟减重(90天减Xkg)"
"pred_sim_target_custom","templates/combined_analysis.html","4214","分析","模拟减重(自定义天数减Xkg)"
"pred_cal_week","templates/combined_analysis.html","4224","分析","摄入预测(按当前速率 1 周)"
"pred_cal_month","templates/combined_analysis.html","4234","分析","摄入预测(按当前速率 1 月)"
"pred_cal_3m","templates/combined_analysis.html","4244","分析","摄入预测(按当前速率 3 月)"
"pred_cal_custom","templates/combined_analysis.html","4254","分析","摄入预测(自定义)"
"pred_cal_goal","templates/combined_analysis.html","4264","分析","摄入预测(营养目标达成预测)"
"pred_cal_deficit","templates/combined_analysis.html","4274","分析","摄入预测(卡路里缺口预测)"
"pred_cal_stability","templates/combined_analysis.html","4284","分析","摄入预测(摄入稳定性预测)"
"six_factors_daily","templates/combined_analysis.html","4294","分析","看每日 6 因素综合"
"","","4304","复盘","今日复盘"
"","","4310","复盘","关闭定时复盘"
"","","4316","复盘","复盘"
"","","4322","复盘","复盘日期范围"
"","","4328","复盘","开启定时复盘"
"","","4334","复盘","本周复盘"
"","","4340","复盘","本年复盘"
"","","4346","复盘","本月复盘"
"","","4352","分析","查低热量榜"
"","","4358","分析","查健康报告"
"","","4364","分析","查卡路里数据"
"","","4370","复盘","查定时复盘"
"deficit_analysis","templates/calorie_deficit.html","4376","分析","查热量缺口"
"","","4386","分析","查热量趋势"
"","","4392","分析","查营养结构"
"","","4398","分析","查运动分布"
"","","4404","分析","查运动贡献"
"","","4410","分析","查频繁吃榜"
"","","4416","分析","查食物排行"
"","","4422","分析","查高热量榜"
"","","4428","分析","查高碳水榜"
"","","4434","分析","查高蛋白榜"
"","","4440","饮食","看「有备注」的饮食记录"
